Title,Published Date,URL,Section,Byline
Plea Deal Reached With Agent for Al Qaeda,2009-05-01T00:03:02+0000,https://www.nytimes.com/2009/05/01/us/01marri.html,U.S.,By John Schwartz
"Florida to California, Prom Dresses Selling",2009-05-01T00:05:52+0000,https://www.nytimes.com/2009/05/03/nyregion/long-island/03promnational.html,New York,By Christine Haughney
Planetary Peril,2009-05-01T00:07:37+0000,https://www.nytimes.com/2009/05/01/movies/01terr.html,Movies,By Neil Genzlinger
Training Afghans as Bullets Fly,2009-05-01T00:07:48+0000,https://www.nytimes.com/2009/05/01/world/asia/01firebase.html,World,By C. J. Chivers
Art in Review,2009-05-01T00:11:08+0000,https://www.nytimes.com/2009/05/01/arts/design/01gall.html,Arts,"By Ken Johnson, Roberta Smith and Karen Rosenberg"
A Ghost Story With Discreet Tingles,2009-05-01T00:18:26+0000,https://www.nytimes.com/2009/05/01/movies/01skep.html,Movies,By Stephen Holden
"In Military, New Debate Over Policy Toward Gays",2009-05-01T00:19:11+0000,https://www.nytimes.com/2009/05/01/us/politics/01military.html,U.S.,By Elisabeth Bumiller
A Festival of One-Shots and Shoulda-Beens,2009-05-01T00:19:21+0000,https://www.nytimes.com/2009/05/01/arts/music/01pond.html,Arts,By Jon Pareles
Interim Obama Communications Chief,2009-05-01T00:21:49+0000,https://www.nytimes.com/2009/05/01/us/politics/01dunn.html,U.S.,By The New York Times
Animating the Everyday Sublime,2009-05-01T00:24:53+0000,https://www.nytimes.com/2009/05/01/arts/design/01whit.html,Arts,By Roberta Smith
"Unlike Mets, Phillies Excel When Trailing",2009-05-01T00:25:46+0000,https://www.nytimes.com/2009/05/01/sports/baseball/01phillies.html,Sports,By Jack Curry
"Cold, Hard Science",2009-05-01T00:28:52+0000,https://www.nytimes.com/2009/05/01/movies/01ice.html,Movies,By Nathan Lee
Iranians and Others Outwit Net Censors,2009-05-01T00:31:58+0000,https://www.nytimes.com/2009/05/01/technology/01filter.html,Technology,By John Markoff
Humble Fabric Takes Center Stage,2009-05-01T00:36:51+0000,https://www.nytimes.com/2009/05/01/arts/design/01felt.html,Arts,By Roberta Smith
Trying Again and Again to Secede,2009-05-01T00:45:50+0000,https://www.nytimes.com/2009/05/01/nyregion/01nyc.html,New York,By Clyde Haberman
W.H.O. Gives Virus a Name That’s More Scientific and Less Loaded,2009-05-01T00:46:01+0000,https://www.nytimes.com/2009/05/01/health/01name.html,Health,By Denise Grady
Fame Deferred,2009-05-01T00:48:15+0000,https://www.nytimes.com/2009/05/01/movies/01jazz.html,Movies,By Neil Genzlinger
Goodbye to Naked Shorting,2009-05-01T00:49:25+0000,https://www.nytimes.com/2009/05/01/business/economy/01norris.html,Business Day,By Floyd Norris
Woods Finds Life Is Better With a 65,2009-05-01T00:53:59+0000,https://www.nytimes.com/2009/05/01/sports/golf/01golf.html,Sports,By Karen Crouse
Prevailing Optimism Amid Personal Affliction,2009-05-01T00:57:29+0000,https://www.nytimes.com/2009/05/01/movies/01cody.html,Movies,By Laura Kern
The Call Back,2009-05-01T00:58:28+0000,https://www.nytimes.com/2009/05/03/style/tmagazine/03taranw.html,Style,By Lynn Hirschberg
Goal Is College. Hurdle Is Finding Financial Aid.,2009-05-01T01:00:13+0000,https://www.nytimes.com/2009/05/01/education/01college.html,Education,By Jacques Steinberg
A Sick Situation,2009-05-01T01:00:37+0000,https://opinionator.blogs.nytimes.com/2009/04/30/sick-leave/,Opinion,By Judith Warner
A Sick Situation,2009-05-01T01:00:37+0000,https://warner.blogs.nytimes.com/2009/04/30/blogs/30warner-sick-lea443.html,Blogs,By JUDITH WARNER
"Brennan's Quest: Helping His Parents by Securing $25,000 in Merit Aid",2009-05-01T01:03:21+0000,https://thechoice.blogs.nytimes.com/2009/04/30/blogs/30thechoice-brennans3195.html,Blogs,By JACQUES STEINBERG
"Brennan’s Quest: Helping His Parents by Securing $25,000 in Merit Aid",2009-05-01T01:03:21+0000,https://thechoice.blogs.nytimes.com/2009/04/30/brennans-quest/,U.S.,By Jacques Steinberg
Report Says World Bank’s AIDS Efforts Are Failing,2009-05-01T01:06:07+0000,https://www.nytimes.com/2009/05/01/world/africa/01africa.html,World,By Celia W. Dugger
Chrysler’s Chief Says He Believes He Has Saved the Automaker,2009-05-01T01:12:19+0000,https://www.nytimes.com/2009/05/01/business/01nardelli.html,Business Day,By Bill Vlasic
An Affordable Salvation,2009-05-01T01:12:33+0000,https://www.nytimes.com/2009/05/01/opinion/01krugman.html,Opinion,By Paul Krugman
Museum and Gallery Listings,2009-05-01T01:14:10+0000,https://www.nytimes.com/2009/05/01/arts/design/01art.html,Arts,By The New York Times
Nam June Paik Archive Goes to the Smithsonian,2009-05-01T01:15:19+0000,https://www.nytimes.com/2009/05/01/arts/design/01voge.html,Arts,By Carol Vogel
For Sale: Fragments Of the Georgian World,2009-05-01T01:15:19+0000,https://www.nytimes.com/2009/05/01/arts/design/01anti.html,Arts,By Eve M. Kahn
Facade Collapses in TriBeCa Historic District,2009-05-01T01:15:44+0000,https://www.nytimes.com/2009/05/01/nyregion/01collapse.html,New York,By A. G. Sulzberger
Beamed From Tomorrow,2009-05-01T01:17:19+0000,https://www.nytimes.com/2009/05/01/arts/design/01path.html,Arts,By Holland Cotter
"Virus’s Tangled Genes Straddle Continents, Raising a Mystery About Its Origins",2009-05-01T01:24:40+0000,https://www.nytimes.com/2009/05/01/health/01origin.html,Health,By Donald G. McNeil Jr
Deaths of Polo Horses Highlight Practices of Disputed Pharmacies,2009-05-01T01:25:52+0000,https://www.nytimes.com/2009/05/01/sports/othersports/01polo.html,Sports,By Katie Thomas
"Police Get Added Order: Stop, Frisk and ‘Explain’",2009-05-01T01:26:41+0000,https://www.nytimes.com/2009/05/01/nyregion/01frisk.html,New York,By Al Baker
Tribeca Film Festival Names Prizewinners,2009-05-01T01:30:40+0000,https://www.nytimes.com/2009/05/01/movies/01trib.html,Movies,By Dave Itzkoff
"Culling Pigs in Flu Fight, Egypt Angers Herders and Dismays U.N.",2009-05-01T01:31:41+0000,https://www.nytimes.com/2009/05/01/health/01egypt.html,Health,By Nadim Audi
Chrysler Bankruptcy Judge Is Accustomed to Big Cases,2009-05-01T01:33:41+0000,https://www.nytimes.com/2009/05/01/business/01judge.html,Business Day,By Duff Wilson
"Justifying His Fiscal Policies, Obama Borrows From the G.O.P.",2009-05-01T01:37:09+0000,https://www.nytimes.com/2009/05/01/us/politics/01budget.html,U.S.,By Jackie Calmes
Rodriguez Keeps His Focus on Baseball,2009-05-01T01:39:17+0000,https://www.nytimes.com/2009/05/01/sports/baseball/01tampa.html,Sports,By Tom Spousta
A Manifesto on Freedom Sets China’s Persecution Machinery in Motion,2009-05-01T01:45:13+0000,https://www.nytimes.com/2009/05/01/world/asia/01beijing.html,World,By Michael Wines
Ex-Congressman Says Campaign Manager Embezzled Funds,2009-05-01T01:46:28+0000,https://www.nytimes.com/2009/05/01/nyregion/01shays.html,New York,By Raymond Hernandez
The Lenders Obama Decided to Blame,2009-05-01T01:56:48+0000,https://www.nytimes.com/2009/05/01/business/01hedge.html,Business Day,By Zachery Kouwe
"Obama Brings a Hands-On Style to Details, Big and Small",2009-05-01T01:56:57+0000,https://www.nytimes.com/2009/05/01/us/politics/01obama.html,U.S.,By Peter Baker
The Winners,2009-05-01T01:59:33+0000,https://www.nytimes.com/2009/05/01/arts/01magalist.html,Arts,
Reader’s Digest and Print Win Magazine Awards,2009-05-01T02:00:09+0000,https://www.nytimes.com/2009/05/01/arts/01maga.html,Arts,By Stephanie Clifford
"DNA Links Los Angeles Man to Killings That Span Decades, Police Say",2009-05-01T02:00:16+0000,https://www.nytimes.com/2009/05/01/us/01murder.html,U.S.,By Solomon Moore
Not Exactly User-Friendly,2009-05-01T02:00:42+0000,https://wordplay.blogs.nytimes.com/2009/04/30/blogs/30wordplay-friendly3733.html,Blogs,By JIM HORNE
Not Exactly User-Friendly,2009-05-01T02:00:42+0000,https://wordplay.blogs.nytimes.com/2009/04/30/friendly/,Crosswords & Games,By Jim Horne
Thousands Face a Balancing Act Over Flu Fears,2009-05-01T02:03:12+0000,https://www.nytimes.com/2009/05/01/health/01fear.html,Health,By Monica Davey
"For Cyclists, Collarbones Are Made to Be Broken",2009-05-01T02:03:37+0000,https://www.nytimes.com/2009/05/01/sports/othersports/01cycling.html,Sports,By Billy Witz
Overhaul in Bond Sales Is to Be Urged in Tennessee,2009-05-01T02:04:14+0000,https://www.nytimes.com/2009/05/01/us/01tennessee.html,U.S.,By Don Van Natta Jr
Taking the A Train,2009-05-01T02:05:02+0000,https://www.nytimes.com/slideshow/2009/04/30/nyregion/20090430ELLINGTON_index.html,New York,
Tortorella Says He Regrets Game 5 Incident With Fans,2009-05-01T02:08:54+0000,https://www.nytimes.com/2009/05/01/sports/hockey/01nhl.html,Sports,By The New York Times
Spare Times: For Children,2009-05-01T02:08:55+0000,https://www.nytimes.com/2009/05/01/arts/01kids.html,Arts,By Laurel Graeber
"In 1918 Flu Outbreak, a Cool Head Prevailed",2009-05-01T02:14:13+0000,https://www.nytimes.com/2009/05/01/nyregion/01bigcity.html,New York,By Susan Dominus
"Irving D. Chais, Manhattan Doll Surgeon, Dies at 83",2009-05-01T02:18:38+0000,https://www.nytimes.com/2009/05/01/nyregion/01chais.html,New York,By Dennis Hevesi
Chrysler Partners Have Many Goals,2009-05-01T02:18:45+0000,https://www.nytimes.com/2009/05/01/business/01assess.html,Business Day,By David E. Sanger
Lottery Numbers,2009-05-01T02:19:59+0000,https://www.nytimes.com/2009/05/01/nyregion/01lottery.html,New York,By HARRIS
First Flu Death Provides Clues to Mexico Toll,2009-05-01T02:21:47+0000,https://www.nytimes.com/2009/05/01/health/01oaxaca.html,Health,By Marc Lacey and Elisabeth Malkin
M.T.A. Plan Is Said to Relieve Cost on School Districts,2009-05-01T02:24:06+0000,https://www.nytimes.com/2009/05/01/nyregion/01mta.html,New York,By William Neuman and Nicholas Confessore
The Fashion Show,2009-05-01T02:28:24+0000,https://www.nytimes.com/video/multimedia/1194839908461/the-fashion-show.html,Multimedia/Photos,None None
Hair Spray’s Sponsorship Stays in Place (on Bravo),2009-05-01T02:32:17+0000,https://www.nytimes.com/2009/05/01/business/media/01adco.html,Business Day,By Stuart Elliott
Eden? Maybe. But Where’s the Apple Tree?,2009-05-01T02:33:22+0000,https://www.nytimes.com/2009/05/01/science/01eden.html,Science,By Nicholas Wade
Paterno Talks Playoff (for the Big Ten),2009-05-01T02:35:47+0000,https://thequad.blogs.nytimes.com/2009/04/30/blogs/30thequad-paterno-8433.html,Blogs,By CONNOR ENNIS
Paterno Talks Playoff (for the Big Ten),2009-05-01T02:35:47+0000,https://thequad.blogs.nytimes.com/2009/04/30/paterno-talks-playoff-for-the-big-ten/,Sports,By Connor Ennis
Cabrera Comes Through With Another Big Hit,2009-05-01T02:36:18+0000,https://www.nytimes.com/2009/05/01/sports/baseball/01yankees.html,Sports,By Joshua Robinson
Is Naked Shorting Gone?,2009-05-01T02:39:54+0000,https://norris.blogs.nytimes.com/2009/04/30/blogs/30norris-is-naked1771.html,Blogs,By FLOYD NORRIS
Is Naked Shorting Gone?,2009-05-01T02:39:54+0000,https://economix.blogs.nytimes.com/2009/04/30/is-naked-shorting-gone/,Business Day,By Floyd Norris
Genius: The Modern View,2009-05-01T02:42:59+0000,https://www.nytimes.com/2009/05/01/opinion/01brooks.html,Opinion,By David Brooks
The Smile Behind the Mask,2009-05-01T02:43:57+0000,https://www.nytimes.com/2009/05/01/opinion/01Lida.html,Opinion,By David Lida
Mexico’s Fast Diagnosis,2009-05-01T02:44:00+0000,https://www.nytimes.com/2009/05/01/opinion/01frenk.html,Opinion,By Julio Frenk
"With Howard Watching, Magic Eliminates the Sixers",2009-05-01T02:48:16+0000,https://www.nytimes.com/2009/05/01/sports/basketball/01sixers.html,Sports,By Howard Beck
Corrections,2009-05-01T02:48:39+0000,https://www.nytimes.com/2009/05/01/nyregion/01correx-00.html,New York,
The Ever-Deepening Pension Mess,2009-05-01T02:50:19+0000,https://www.nytimes.com/2009/05/01/opinion/01fri2.html,Opinion,
Fairness in Drug Sentencing,2009-05-01T02:50:25+0000,https://www.nytimes.com/2009/05/01/opinion/01fri3.html,Opinion,
When Israel Confronted and Rejected Torture,2009-05-01T02:50:31+0000,https://www.nytimes.com/2009/05/01/opinion/01fri4.html,Opinion,By Serge Schmemann
Corrections,2009-05-01T02:54:24+0000,https://www.nytimes.com/2009/05/01/sports/01correx-02.html,Sports,
Australian Investment Bank Posts Profit Decline,2009-05-01T02:56:42+0000,https://www.nytimes.com/2009/05/01/business/global/01macquarie.html,Business Day,By Meraiah Foley
Corrections,2009-05-01T02:58:07+0000,https://www.nytimes.com/2009/05/01/sports/01correx-03.html,Sports,
Corrections,2009-05-01T03:00:48+0000,https://www.nytimes.com/2009/05/01/nyregion/01correx-04.html,New York,
Corrections,2009-05-01T03:03:46+0000,https://www.nytimes.com/2009/05/01/obituaries/01correx-05.html,Obituaries,
Corrections,2009-05-01T03:04:55+0000,https://www.nytimes.com/2009/05/01/pageoneplus/corrections.html,Corrections,
Berkshire Is Still a Brand Name,2009-05-01T03:09:29+0000,https://www.nytimes.com/2009/05/01/business/01views.ready.html,Business Day,
"Now, U.S. Sees Pakistan as a Cause Distinct From Afghanistan",2009-05-01T03:10:21+0000,https://www.nytimes.com/2009/05/01/world/asia/01policy.html,World,By Mark Landler and Elisabeth Bumiller
Souter Said to Be Leaving Court in June,2009-05-01T03:10:45+0000,https://www.nytimes.com/2009/05/01/us/01souter.html,U.S.,By Peter Baker and Jeff Zeleny
Top Judge Plans a Task Force on Wrongful Convictions,2009-05-01T03:17:53+0000,https://www.nytimes.com/2009/05/01/nyregion/01innocence.html,New York,By Nicholas Confessore
Appeal Fails in Forgery of MetroCard,2009-05-01T03:22:10+0000,https://www.nytimes.com/2009/05/01/nyregion/01metrocard.html,New York,By Sewell Chan
Souter Plans to Leave Supreme Court,2009-05-01T03:26:28+0000,https://thecaucus.blogs.nytimes.com/2009/04/30/blogs/30thecaucus-souter-p18507.html,Blogs,By THE NEW YORK TIMES
Souter Plans to Leave Supreme Court,2009-05-01T03:26:28+0000,https://thecaucus.blogs.nytimes.com/2009/04/30/souter-plans-to-leave-supreme-court/,U.S.,By The New York Times
Bondholders Propose an Alternative to G.M.’s Plan,2009-05-01T03:33:37+0000,https://www.nytimes.com/2009/05/01/business/01gm.html,Business Day,By CYRUS SANATI
South Korea: Ex-Leader Queried,2009-05-01T03:38:51+0000,https://www.nytimes.com/2009/05/01/world/asia/01briefs-korea.html,World,By Choe Sang-Hun
"In Thriller, Bulls Push the Celtics to a Game 7",2009-05-01T03:42:18+0000,https://www.nytimes.com/2009/05/01/sports/basketball/01bulls.html,Sports,By Jonathan Abrams
Mayor Said to Drop Plan to Ask City Workers to Pay for Health Coverage,2009-05-01T03:46:32+0000,https://www.nytimes.com/2009/05/01/nyregion/01citybudget.html,New York,By David W. Chen
Run Blocking Ratings: Patriots Beat the Jets,2009-05-01T03:54:32+0000,https://fifthdown.blogs.nytimes.com/2009/04/30/run-blocking-ratings-patriots-beat-the-jets/,Sports,By KC Joyner
Run Blocking Ratings: Patriots Beat the Jets,2009-05-01T03:54:32+0000,https://fifthdown.blogs.nytimes.com/2009/04/30/blogs/30fifthdown-run-bloc7387.html,Blogs,By KC JOYNER
