Title,Published Date,URL,Section,Byline
Nana José’s Chocolate Pecan Cake,2009-04-01T00:02:17+0000,https://www.nytimes.com/2009/04/01/dining/014srex.html,Food,
Skype for iPhone Promises New Features,2009-04-01T00:14:20+0000,https://gadgetwise.blogs.nytimes.com/2009/03/31/skype-for-iphone-promises-new-features/,Technology,By Roy Furchgott
Skype for iPhone Promises New Features,2009-04-01T00:14:20+0000,https://gadgetwise.blogs.nytimes.com/2009/03/31/blogs/31gadgetwise-skype-fo2787.html,Blogs,By ROY FURCHGOTT
Banks to Receive More Leeway on Asset Values,2009-04-01T00:19:37+0000,https://dealbook.nytimes.com/2009/03/31/banks-to-receive-more-leeway-on-asset-values/,Business Day,By Dealbook
"After Detention, Where Can the Uighurs Go?",2009-04-01T00:23:12+0000,https://roomfordebate.blogs.nytimes.com/2009/03/31/blogs/31roomfordebate-after-de3025.html,Blogs,By THE EDITORS
"After Detention, Where Can the Uighurs Go?",2009-04-01T00:23:12+0000,https://roomfordebate.blogs.nytimes.com/2009/03/31/after-detention-where-can-the-uighurs-go/,Opinion,By The Editors
How to Stand Up Your Laptop,2009-04-01T00:28:07+0000,https://gadgetwise.blogs.nytimes.com/2009/03/31/how-to-stand-up-your-laptop/,Technology,By Sonia Zjawinski
How to Stand Up Your Laptop,2009-04-01T00:28:07+0000,https://gadgetwise.blogs.nytimes.com/2009/03/31/blogs/31gadgetwise-how-to-s2919.html,Blogs,By SONIA ZJAWINSKI
Democrats Agree on a Health Plan; Now Comes the Hard Part,2009-04-01T00:28:52+0000,https://www.nytimes.com/2009/04/01/us/politics/01health.html,U.S.,By Robert Pear
"In Illinois, a New Push to Combat Corruption",2009-04-01T00:32:24+0000,https://www.nytimes.com/2009/04/01/us/01reform.html,U.S.,By Karen Ann Cullotta
"A Hapless Romantic, Smitten on the Steppe",2009-04-01T00:34:38+0000,https://www.nytimes.com/2009/04/01/movies/01tulp.html,Movies,By A.O. Scott
Spring Break in Scotland,2009-04-01T00:34:44+0000,https://intransit.blogs.nytimes.com/2009/03/31/spring-break-in-scotland/,Travel,By David G. Allan
California Bond Sale Could Revive Public Works,2009-04-01T00:37:16+0000,https://www.nytimes.com/2009/04/01/us/01calif.html,U.S.,By Jennifer Steinhauer
Experts See Early Activity From Conficker Worm,2009-04-01T00:37:42+0000,https://www.nytimes.com/2009/04/01/technology/internet/01virus.html,Technology,By John Markoff
Can Pakistan Be Governed?,2009-04-01T00:48:23+0000,https://www.nytimes.com/2009/04/05/magazine/05zardari-t.html,Magazine,By James Traub
A Documentary Gives ‘Going to the Mat’ New Meaning,2009-04-01T00:48:25+0000,https://www.nytimes.com/2009/04/01/movies/01enli.html,Movies,By Nathan Lee
A Chance to Succeed,2009-04-01T00:49:00+0000,https://www.nytimes.com/2009/04/01/opinion/l01economy.html,Opinion,
"At G.M., an Abrupt Changing of the Guard",2009-04-01T00:49:00+0000,https://www.nytimes.com/2009/04/01/business/01motors.html,Business Day,By Bill Vlasic
A Message on Bonuses,2009-04-01T00:52:10+0000,https://www.nytimes.com/2009/04/01/opinion/l01bonus.html,Opinion,
"In Helping Chrysler, Fiat May Find an Opportunity",2009-04-01T00:52:16+0000,https://www.nytimes.com/2009/04/01/business/01fiat.html,Business Day,By Eric Sylvers
Passover Q & A With Joan Nathan,2009-04-01T00:54:55+0000,https://dinersjournal.blogs.nytimes.com/2009/03/31/passover-q-a-with-joan-nathan/,Food,By The New York Times
Russia: Putin Foe Unrepentant,2009-04-01T00:55:34+0000,https://www.nytimes.com/2009/04/01/world/europe/01briefs-brfRUSSIA.html,World,By Clifford J. Levy
Fixing Imbalances for the Long Run,2009-04-01T01:01:33+0000,https://www.nytimes.com/2009/04/01/business/01views.ready.html,Business Day,
Cheaper Rents in Manhattan’s Less Glossy Office Buildings,2009-04-01T01:02:54+0000,https://www.nytimes.com/2009/04/01/business/01classb.html,Business Day,By J. Alex Tarquinio
Olympics for the Unemployed,2009-04-01T01:05:02+0000,https://www.nytimes.com/slideshow/2009/03/31/nyregion/20090401OLYMPICS_index.html,New York,
France: Workers Detain Bosses,2009-04-01T01:05:11+0000,https://www.nytimes.com/2009/04/01/world/europe/01briefs-brfCATERPILLAR.html,World,By David Jolly
"On Staten Island, a Jewish Cemetery Where All Are Equals in Death",2009-04-01T01:10:43+0000,https://www.nytimes.com/2009/04/01/nyregion/01about.html,New York,By Jim Dwyer
Four Small Banks Are the First to Pay Back TARP Funds,2009-04-01T01:14:04+0000,https://www.nytimes.com/2009/04/01/business/01bank.html,Business Day,By Eric Dash
The Story of John Hope Franklin and the Military,2009-04-01T01:16:16+0000,https://www.nytimes.com/2009/04/01/opinion/l01franklin.html,Opinion,
Canada: A Killer’s Plea Bargain,2009-04-01T01:17:01+0000,https://www.nytimes.com/2009/04/01/world/americas/01briefs-brfCANADA.html,World,By Ian Austen
